playerid, trueWAR, predWAR 
14371, -0.20, 0.35
375, 0.60, 1.69
11801, -0.40, 0.97
16149, 4.20, 2.52
7836, 0.80, 0.82
5420, 0.20, 0.91
7947, 0.30, 0.28
13475, 1.20, 1.85
6661, 1.20, 0.88
10855, 0.20, 0.11
11486, 3.20, 2.49
16137, 0.60, 2.19
12076, 2.20, 0.92
11754, -0.30, 0.48
7005, 0.10, 0.46
9239, 0.40, 0.33
10811, 1.80, 2.38
10946, 0.10, 0.29
12804, -0.10, 1.72
14120, 3.00, 3.07
14696, 0.80, 0.77
5498, 0.70, 0.86
14843, 0.60, 1.02
4869, 1.20, 1.11
15010, 2.70, 0.85
10066, -0.20, 0.68
12918, 2.10, 1.60
13758, 0.70, 1.83
12022, 0.50, 1.16
13183, 2.70, 1.69
10430, 1.10, 1.36
15440, 1.90, 1.76
12972, 0.40, 2.49
11762, 1.40, 3.42
9073, 0.40, 0.44
12863, 1.00, 0.80
14457, -0.10, 0.63
12638, 0.40, 1.73
13764, 2.90, 1.66
14916, 3.20, 2.70
12664, 1.80, 2.10
15890, 5.80, 1.18
13453, 0.60, 0.88
11189, 0.10, 2.23
13431, 3.30, 2.97
13361, 0.30, 3.83
11804, 1.00, 1.21
13164, 2.20, 1.76
14862, 3.50, 0.55
4001, 0.40, 0.27
17130, 1.80, 1.57
15514, 1.10, 1.67
12580, 0.30, 1.09
13360, 0.70, 0.51
11589, 0.20, 1.15
12910, 1.80, 1.88
15764, 2.80, 2.81
10756, 0.60, 0.76
11828, 4.60, 2.58
6216, 1.30, 1.99
9939, 1.00, 0.45
11836, 2.50, 2.17
10547, 4.80, 1.60
12049, 2.40, 3.36
10190, 0.90, 1.40
3397, 0.10, 0.33
11132, 0.00, 0.85
1345, 0.70, 0.80
7555, 1.80, 0.54
3299, 0.20, 0.44
16017, 0.70, 0.45
11682, 3.30, 2.57
9490, -0.30, 0.42
9895, 1.10, 0.98
12572, 1.30, 0.63
12730, 0.10, 0.43
11490, 0.00, 2.37
5358, 0.40, 0.25
5401, 3.40, 0.42
11710, -0.80, 0.72
3192, 0.80, 0.83
6895, 3.20, 1.61
6397, 0.10, 1.91
4776, 0.30, 2.64
12703, 3.20, 2.31
10587, 0.40, 2.07
7531, 1.10, 2.14
13287, 1.30, 0.67
10954, 4.30, 3.66
12768, 2.80, 1.18
8501, 0.40, 0.40
9029, 1.20, 0.53
6570, -0.50, 1.52
7738, 0.00, 1.50
13781, 3.50, 1.40
11334, 1.00, 0.24
5070, 0.30, 0.71
8073, -0.10, 0.07
13125, 3.10, 1.91
4338, 1.10, 1.61
5867, 2.20, 2.00
6797, 1.10, 2.49
8180, 0.10, 0.65
8753, 2.50, 2.15
2391, 0.30, 0.94
3542, 3.50, 2.24
11720, -0.40, 0.52
12183, 1.50, 1.11
14107, 2.50, 2.52
4301, 1.10, 0.70
9323, 3.00, 1.95
10745, 1.60, 1.03
8350, 0.40, 0.38
1890, 1.00, 1.70
6345, 4.50, 2.22
10123, 1.20, 1.59
4878, 0.70, 0.74
11713, -0.90, 1.60
4891, 0.30, 0.23
5372, 1.10, 2.57
9111, 1.70, 1.54
9460, 2.00, 1.33
1581, 1.80, 0.63
7385, 0.50, 0.91
14078, 3.20, 1.38
12555, 0.00, 0.48
13074, 3.70, 2.93
7754, 0.10, 1.12
11426, 3.20, 2.03
9486, 0.50, 0.12
7550, 1.50, 0.33
6316, 0.60, 1.57
2429, 7.30, 4.10
4994, 0.40, 0.25
3548, 1.00, 0.75
13048, -0.30, 1.79
10314, 1.10, 0.79
2929, 0.30, 0.66
6902, 2.10, 1.54
9434, 2.40, 2.29
2895, 0.50, 0.61
7024, 1.30, 1.45
11423, 3.90, 2.89
13071, 0.50, 1.55
8600, -0.30, 0.35
4079, -0.20, 0.32
4026, -0.20, 1.89
6627, 1.10, 1.13
4806, 2.60, 2.36
10586, 0.90, 1.46
4070, 1.00, 0.88
7624, -0.30, 0.62
6033, 0.10, 1.54
7608, -0.40, 0.58
8110, 1.60, 0.40
9325, 0.50, 0.36
9761, 0.70, 1.69
7146, 0.10, 0.40
3132, 0.10, 0.49
5985, 1.20, 0.11
6483, 0.70, 0.79
3096, 3.60, 1.56
4971, 0.30, 0.30
3240, 0.60, 1.41
8779, 0.80, 1.87
9388, 2.20, 0.77
6655, 3.30, 1.05
6435, 0.10, 0.28
9948, 0.20, 0.23
10603, 7.70, 4.19
2608, 2.40, 1.14
7841, 0.90, 0.38
8782, 2.00, 1.34
4264, 0.40, 1.36
1118, 2.50, 1.53
7731, 1.50, 1.89
7466, 2.20, 0.81
5221, 0.10, 1.02
5448, 0.30, 0.22
1994, 2.00, 1.99
10131, 5.70, 3.73
4682, 2.50, 0.39
7593, -0.30, 0.48
10233, 1.60, 1.76
6632, 5.50, 3.37
18, -0.70, 0.61
8137, 2.10, 1.72
4020, 2.20, 0.36
4371, 0.10, 1.85
4259, 1.10, 0.48
4153, 2.40, 2.28
10130, 3.10, 1.45
5524, 1.70, 3.38
7396, 0.30, 0.93
3254, 3.80, 2.48
2237, 0.40, 0.10
6983, -0.20, 0.36
9884, -0.60, 0.36
9227, 0.60, 0.85
6941, 1.70, 0.52
3321, 0.80, 0.45
7441, 1.10, 0.76
2660, 1.10, 0.62
1157, 1.20, 0.35
4090, -0.10, 0.81
4505, 1.00, 1.18
5203, -1.10, 0.49
6249, 0.30, 0.68
6986, -0.20, 1.49
8280, -0.20, 0.11
4141, -1.00, 0.68
6612, 0.00, 0.23
5279, -1.00, 1.48
3656, 0.20, 0.89
2717, 2.10, 2.92
9425, 1.40, 0.86
9492, 0.70, 1.00
3551, 2.40, 0.44
3184, 1.60, 4.00
5640, 0.20, 0.47
