Name,playerid,WAR26
Pat Clements,1002339,0.0
Jim Gott,1004898,0.0
Al Hrabosky,1006116,0.8
Claude Osteen,1009878,4.8
Tom Seaver,1011708,9.1
Jae Seo,895,3.2
Manny Delcarmen,3180,1.1
Marcos Mateo,6869,-0.3
Curt Brown,1001507,0.2
Don Carman,1001967,1.6
Rawly Eastwick,1003648,0.3
Fred Holdsworth,1005944,-0.4
Jim Kern,1006868,0.5
Jim Maloney,1008039,4.9
Eric Weaver,1013695,-0.5
Sidney Ponson,161,4.4
Ron Villone,1010,-0.2
Victor Alvarez,1559,-0.2
Jim Clancy,1002255,4.3
Danny Coombs,1002582,0.5
Ron Guidry,1005124,5.7
Jack Kralick,1007135,5.1
Jim Lewis,1007582,-0.1
Lance McCullers,1008436,0.2
Howie Nunn,1009662,0.2
Hal Reniff,1010833,0.4
Allen Ripley,1010979,0.0
Rick Williams,1014035,1.2
Mike Magnante,929,0.5
Jamie Moyer,1091,0.2
Nick Regilio,2226,0.0
Tony Watson,3132,-0.3
Sam Freeman,6832,0.1
Jake McGee,7550,0.5
Sherman Corbett,1002611,0.0
Steve Rosenberg,1011215,-0.3
Ugueth Urbina,216,0.6
Lance Painter,1675,0.7
Brian Bass,2219,-0.5
Dave Freisleben,1004333,-0.3
Kevin Kobel,1007067,-0.6
Craig Lefferts,1007476,1.4
Hector Torres,1013132,0.0
Brian Williams,1013978,1.2
Joe Mays,740,0.5
Grant Roberts,894,-0.3
Christian Friedrich,7942,0.2
Allan Anderson,1000216,2.1
Ron Diorio,1003318,0.2
Al Fitzmorris,1004119,0.0
Danny Jackson,1006295,5.2
Chris Knapp,1007026,-0.8
Joe Niekro,1009582,0.2
Scott Sanders,1011423,1.1
Miguel Batista,46,0.0
Terry Adams,946,0.3
Gavin Floyd,3886,4.0
Kyle Denney,7192,0.0
Ryan Webb,7474,0.7
Dennis Eckersley,1003660,3.2
Hal Haydel,1005520,0.1
John Hiller,1005817,0.5
Jim Magnuson,1007971,0.0
Gaylord Perry,1010210,2.3
Rick Wise,1014155,4.8
Jim Mann,566,0.0
Mike Stanton,849,0.3
Jeremy Fikac,1031,0.4
Mike Gosling,2204,-0.3
Charlie Morton,4676,-0.3
Logan Kensing,6166,-0.6
Tom Gorzelanny,6244,0.7
Joakim Soria,6941,1.9
Jim Bouton,1001241,0.0
Kelly Downs,1003453,3.3
Todd Frohwirth,1004374,0.3
Tom Hausman,1005505,0.8
Al Jackson,1006288,4.0
Max Leon,1007542,0.1
Sam Mejias,1008742,0.0
Rick Steirer,1012474,0.9
Gene Walter,1013587,-0.1
Matt Ginter,233,0.7
Jon Lieber,287,1.4
Luis Pineda,346,-0.2
Sean DePaula,377,-0.2
Gustavo Chacin,2060,-0.1
Dana Eveland,5508,0.0
Dallas Braden,8099,3.5
Nick Christiani,10332,-0.2
Don Drysdale,1003516,5.8
Jim McGlothlin,1008532,1.4
Bob Patterson,1010055,-0.2
Tim Scott,1011694,0.7
Rich Thompson,1013022,-1.0
John Upham,1013289,0.0
Ed Whitson,1013911,0.7
Mike Thurman,852,0.9
Chad Harville,915,-0.2
Josh Towers,1489,0.2
Barry Enright,2412,-0.1
Darren O'Day,3321,1.3
Joel Adamson,1000056,-0.2
Fernando Arroyo,1000327,-0.1
Tim Crews,1002765,0.4
Mike Kekich,1006764,0.8
Joey McLaughlin,1008614,-1.0
Willie Smith,1012217,-0.4
Rich Garces,189,-0.1
Gary Glover,234,0.3
Jason Isringhausen,1158,0.1
David Phelps,6316,0.8
Jake Elmore,7290,0.0
David Carpenter,9244,0.0
Aaron Barrett,11243,0.6
Britt Burns,1001702,3.8
Dave Haas,1005170,0.5
Larry Pashnick,1010041,-0.3
Allen Watson,1013675,1.1
Jim Willoughby,1014047,0.0
John Smoltz,115,3.9
Jason Boyd,1020,0.1
Jason Kershner,1566,0.5
D.J. Carrasco,1666,0.1
Jason Gilfillan,1710,-0.2
Roy Corcoran,1780,-0.1
Shane Youman,3888,0.2
Chad Billingsley,5842,2.6
Deunte Heath,7371,-0.1
Glen Perkins,8041,0.7
Jack Armstrong,1000313,0.0
Dan Carlson,1001959,-0.1
Joel Johnston,1006474,-0.2
J.R. Richard,1010913,3.3
Reggie Ritter,1010994,0.0
Rob Stanifer,1012403,-0.1
Dick Tidrow,1013056,2.5
Mike Morgan,67,2.5
Jeremy Affeldt,583,0.3
Jason Frasor,1906,0.8
Justin Lehr,2163,0.0
Mark Rogers,4083,0.5
Wesley Wright,5960,0.1
Darren Clarke,8226,0.0
Pedro Villarreal,9904,0.0
Bill Gullickson,1005136,3.0
Catfish Hunter,1006199,4.5
Clay Kirby,1006960,4.1
Roberto Ramirez,1010674,0.1
Joe Borowski,267,-0.4
Dennys Reyes,444,0.0
Julian Tavarez,541,-0.3
Al Leiter,883,0.0
Josias Manzanillo,996,0.8
Travis Snider,2830,0.0
Mark McLemore,4655,0.2
Mickey Storey,4721,0.5
Cla Meredith,7613,0.2
Doyle Alexander,1000122,1.7
Hector Maestri,1007960,0.0
Larry McWilliams,1008700,0.5
Randy Moffitt,1009027,-0.4
Dan Pfister,1010267,0.2
Ron Taylor,1012885,-0.2
Ron Willis,1014036,-0.5
George Witt,1014172,0.2
Dave Williams,1013,0.4
Bobby Jones,1454,2.3
Aaron Heilman,1751,2.1
Corey Kluber,2429,0.8
Ryan O'Malley,4412,0.2
Greg Burke,6282,-0.1
Chad Beck,9258,0.1
Chad Jenkins,10326,0.2
Brad Arnsberg,1000323,0.2
Danny Clay,1002327,-0.7
Mike Judd,1006639,-0.2
Mike Rochford,1011090,-0.1
Jeff Zimmerman,1014446,1.6
Aaron Looper,1788,0.0
J.J. Putz,1795,0.0
Danny Farquhar,8501,1.9
Travis Baptist,1000521,-0.3
Mike Brown,1001545,0.0
Mark Ettles,1003849,-0.2
Howard Hilton,1005837,0.0
Grant Jackson,1006298,4.3
Paul Wagner,1013490,1.8
Jim Winn,1014140,0.3
Troy Percival,29,2.3
Mike Porzio,252,-0.3
Sean Lowe,994,-0.1
Chad Gaudin,1783,1.9
Mike Hinckley,3769,-0.4
Mat Latos,3815,1.8
Dellin Betances,6216,3.0
Steve Cishek,6483,0.8
Joe Hudson,1006138,0.2
Chad Ogea,1009744,1.7
Armando Reynoso,72,-0.2
Sun-Woo Kim,197,0.5
Juan Cruz,273,-0.2
Mark Wohlers,414,2.2
Seth Greisinger,467,0.4
Ben Sheets,710,3.7
Mike Bacsik,863,0.2
Jesus Sanchez,1476,0.4
Jorge DePaula,1827,-0.1
Wade Davis,7441,1.0
Manny Acosta,8725,0.1
Dylan Axelrod,9303,0.1
Alan Hargesheimer,1005357,0.0
Jeff James,1006350,0.6
Lindy McDaniel,1008441,1.3
Pedro Ramos,1010681,3.2
Mike Witt,1014174,4.0
Jamie Walker,502,-0.2
Anthony Slama,3064,-0.1
Kenley Jansen,3096,2.2
Roberto Hernandez,3273,3.3
Christian Garcia,4067,0.1
Christian Bergman,10925,0.3
Luis Aquino,1000285,-0.2
Bob Johnson,1006430,0.0
Lerrin LaGrow,1007255,1.5
Jeff Musselman,1009407,-0.3
Shayne Bennett,1000847,-0.1
John Butcher,1001762,1.0
Pete Filson,1004046,0.2
Woodie Fryman,1004381,3.0
Frank LaCorte,1007239,0.4
Dave LaRoche,1007354,-0.1
Fred Lasher,1007366,-0.2
Erik Bedard,126,3.4
Wayne Gomes,191,0.0
Dan Wright,258,-0.3
Nate Field,599,-0.2
Josh Fogg,989,0.6
Chan Ho Park,1267,1.2
Kenny Rogers,1277,-0.5
Mitchell Boggs,3344,0.0
Fernando Abad,4994,0.2
Matt Harrison,5551,3.5
Steve Grilli,1005059,0.0
Gary Lavelle,1007389,0.0
Terry Mathews,1008241,0.9
Travis Phelps,1221,-0.1
Chris Seddon,3833,-0.2
Josh Newman,7383,-0.4
Derek Aucoin,1000360,0.0
Paul Edmondson,1003680,1.2
Steve Foucault,1004262,-0.8
Sparky Lyle,1007859,0.2
Bob Miller,1008876,-0.2
Freddie Toliver,1013102,0.3
Dave Wallace,1013543,-0.3
Scott Maine,885,-0.4
Shane Lindsay,3881,0.0
Andrew Miller,6785,-0.1
Adam Warren,9029,1.2
Charles Hudson,1006134,1.0
Jack Kucek,1007195,-0.2
David Nied,1009577,-0.1
Shane Rawley,1010719,3.2
Mark Ross,1011233,0.0
Sean Runyan,1011305,0.0
Kevin Appier,3,4.0
Scot Shields,35,0.2
Luis Vizcaino,714,-0.2
Nick Hagadone,1351,0.0
Jose Ascanio,3951,-0.1
Ernesto Frieri,5178,0.8
Juan Abreu,6306,0.0
Greg Brummett,1001588,-0.1
Don Carrithers,1001992,0.2
Charlie Hough,1006050,-0.5
Roger Nelson,1009511,-0.2
Dave Otto,1009905,1.4
Vicente Palacios,1009965,0.3
Ken Reynolds,1010871,-0.2
Amaury Telemaco,1802,-0.1
Anthony Lerew,3440,-0.2
Eric O'Flaherty,5746,1.2
Tom Koehler,6570,-0.2
Paul Janish,7412,-0.1
John Habyan,1005176,0.1
Jack Hamilton,1005274,-0.1
Jesse Hickman,1005775,-0.1
Ray Krawczyk,1007149,-0.3
Dick Lange,1007316,-0.7
Ben McDonald,1008454,3.0
Dave Sells,1011736,-0.2
Steve Senteney,1011748,-0.1
Travis Harper,1211,0.2
Jason Shiell,1625,-0.3
Michael Wuertz,1856,1.1
Gary Majewski,2131,0.2
Cesar Jimenez,3762,0.1
Romulo Sanchez,4170,0.0
Brandon Beachy,8851,0.2
Brandon Kintzler,9939,-0.1
Vic Albury,1000109,-0.1
Steve Barber,1000530,1.1
Ross Baumgarten,1000689,0.9
Gary Christenson,1002212,0.1
Steve Crawford,1002749,-0.2
Rick Grapenthin,1004954,-0.2
Teddy Higuera,1005799,3.0
Scott Medvin,1008718,0.2
Carl Morton,1009230,2.7
Jim Palmer,1009973,4.4
Chris Welsh,1013772,0.9
Charlie Williams,1013980,0.9
Jim Wright,1014284,0.0
Nelson Cruz,554,0.4
J.J. Trujillo,1524,-0.3
Matt Belisle,1837,0.0
Kameron Loe,4422,0.4
Zac Rosscup,9419,-0.1
Carl Dale,1002937,-0.2
Jim Farr,1003951,0.1
Don Gordon,1004873,0.3
Paul Hartzell,1005467,-0.3
Scott May,1008312,-0.2
Jim Poole,1010435,0.1
Bill Slayback,1012062,0.3
Randy Tomlin,1013111,3.0
Denny Neagle,441,4.2
Hideo Nomo,666,5.2
Rick Reed,750,1.1
Kirk Rueter,1128,3.0
Felix Doubront,1478,-0.2
Alex Herrera,1505,-0.4
Eric Junge,1611,0.0
Brett Cecil,2660,0.9
Jon Niese,4424,2.2
Fernando Salas,4971,0.9
Ryan Cook,8855,1.6
Joe Decker,1003127,2.3
John Gelnar,1004608,2.0
Doc Medich,1008714,3.7
Bruce Sutter,1012743,4.8
Albert Williams,1013971,0.3
Adam Bernero,460,0.6
Dan Smith,1521,-0.1
Fu-Te Ni,4199,0.4
Shane Komine,4754,-0.1
Evan Scribner,7525,0.4
Justin Freeman,7568,-0.1
Connor Robertson,7705,-0.1
Brian Wolfe,8515,0.2
Alex Wilson,9239,0.2
Rob Scahill,9286,-0.2
Danny Darwin,1002996,1.0
Gar Finnvold,1004061,0.3
Pat Jarvis,1006363,2.2
Jerry Nielsen,1009584,0.1
Chris Peters,1010225,1.9
George Stone,1012565,1.7
Damaso Marte,247,0.2
Jake Westbrook,412,3.0
Jose Lima,475,4.7
Ryan Dempster,517,0.7
Dave Burba,1239,0.1
Edgar Gonzalez,1727,0.4
Scott Mathieson,4771,0.0
Jason Hirsh,6293,-0.1
Glenn Abbott,1000010,1.5
Kevin Blankenship,1001050,0.0
Mike Henneman,1005656,1.3
Sherman Jones,1006592,0.0
Randy Martz,1008207,0.5
Alejandro Pena,1010140,-0.2
Rafael Roque,1011191,-0.1
Jack Savage,1011468,-0.2
Paul Splittorff,1012346,4.1
David Riske,402,1.5
Todd Jones,436,1.4
Tom Davey,1026,0.3
Joel Pineiro,1094,1.8
Jason Davis,1598,1.1
Rob Delaney,5100,-0.1
Justin Thompson,8217,1.1
Ken Brett,1001402,0.7
Glenn Dishman,1003324,0.3
German Gonzalez,1004834,-0.1
Andy Larkin,1007345,-0.2
Steve Mintz,1008987,-0.7
Bob Scanlan,1011489,0.3
Paul Spoljaric,1012349,1.1
Dave Wickersham,1013917,0.9
Chris Reitsma,348,0.5
Ray King,693,0.6
Pedro Feliciano,1601,0.2
Matt Cain,4732,4.5
Steve Fireovid,1004063,0.0
Jerry Garvin,1004558,-0.3
Xavier Hernandez,1005715,1.1
Craig McMurtry,1008651,0.1
Gino Minutelli,1008988,-0.1
Mike Mohler,1009033,0.2
Tom Phoebus,1010301,4.2
Ed Plank,1010386,-0.1
Archie Reynolds,1010861,0.1
John Smiley,1012084,3.4
John Tudor,1013215,1.8
Neftali Feliz,18,-0.2
Chad Paronto,399,0.2
Scott Wiggins,1631,-0.1
Jonah Bayliss,4560,-0.3
Wade Miley,8779,1.6
Juan Agosto,1000084,0.0
Richard Dotson,1003424,0.8
Vince Horsman,1006033,-0.1
Charlie Lea,1007423,3.2
Bobby Locke,1007687,1.4
Jake Woods,2196,-0.4
Scott Munter,3470,-0.3
Jonathan Albaladejo,3521,-0.3
Chris Lambert,8047,-0.3
Bryan Clark,1002270,1.0
Terry Fox,1004284,0.8
John Lamb,1007276,-0.2
Ramon Ortiz,27,0.6
Tyler Walker,901,-0.1
Mike Crudale,1148,-0.1
Franklyn German,1603,-0.2
Wil Ledezma,1669,-0.4
Juan Lara,2613,-0.1
Spencer Patton,12361,0.2
Joe Bitker,1000999,0.1
Gil Heredia,1005686,-0.2
Dennis Higgins,1005788,0.4
Curtis King,1006926,0.5
Tim Lollar,1007715,2.3
Roger McDowell,1008475,0.0
Allan Ramirez,1010667,0.0
Bob Sebra,1011709,0.0
Len Whitehouse,1013885,-0.2
A.J. Burnett,512,0.1
Tommy Hunter,1157,0.7
Luke Gregerson,4090,1.3
Jeff Manship,6865,0.0
Wade Blasingame,1001057,1.9
Tom Butters,1001785,0.6
Marty Bystrom,1001802,-0.3
Ben Callahan,1001838,0.1
John Cerutti,1002106,0.4
Ron Davis,1003075,0.0
Mario Mendoza,1008760,-0.1
Jeff Parrett,1010019,-0.5
Joe Slusarski,1012071,-0.2
Sammy Stewart,1012528,-0.1
Steve Wojciechowski,1014181,0.1
Clay Condrey,1579,0.5
Derrick Turnbow,1694,0.0
Robert Ray,3359,0.0
Clay Rapada,4831,-0.1
Josh Tomlin,9388,2.1
Brian Barnes,1000560,0.1
Donnie Elliott,1003736,0.0
Jack Jenkins,1006389,0.0
Dave Johnson,1006441,0.0
Rod Nichols,1009569,2.9
John Noriega,1009629,0.0
Mike Myers,68,-0.2
Jim Parque,250,-0.8
Jay Tessmer,851,0.0
Jose Capellan,2236,-0.4
Manny Corpas,2807,0.4
Jesse Litsch,3688,0.5
Kyle Drabek,4359,0.1
Roger Bailey,1000429,1.2
Anthony Chavez,1002168,0.1
Mike Gardiner,1004516,1.0
Jeff Innis,1006266,0.2
Jim Panther,1009980,-0.2
Vicente Romo,1011177,1.7
Marino Santana,1011439,-0.1
Dave Schmidt,1011580,0.6
Darrell Sutherland,1012737,-0.1
Mike Torrez,1013134,1.0
Kevin Walker,1060,-0.1
Matt Roney,1670,0.0
Sean Marshall,5905,0.8
Jaime Garcia,8137,0.5
Bill Castro,1002077,0.3
Reggie Cleveland,1002347,1.5
Dick Drago,1003475,4.7
La Marr Hoyt,1006114,0.4
Bob Kipper,1006956,-0.2
Rich Monteleone,1009068,0.3
Wayne Twitchell,1013244,0.4
Jason Grimsley,602,1.4
Edinson Volquez,3990,0.7
James Russell,4089,0.7
Hunter Jones,4656,0.0
Chuckie Fick,7978,-0.5
John Johnstone,1006475,-0.1
Bob Miller,1008877,0.4
Gordie Richardson,1010908,0.3
Mel Rojas,1011153,0.3
Matt Ruebel,1011289,-0.3
Lary Sorensen,1012279,2.0
Chad Fox,684,-0.1
Carlos Guevara,5692,-0.1
John Ely,6132,-0.1
Luke Putkonen,6736,0.2
Rick Heiserman,1005602,-0.2
Bobby Moore,1009094,0.0
Diego Segui,1011725,1.7
Bob Shirley,1011911,-0.1
Wayne Simpson,1011999,0.6
Clint Sodowsky,1012262,-0.1
Fred Talbot,1012813,-1.1
Ken Vining,1013431,-0.3
Will Cunnane,274,0.5
Kevin Beirne,638,0.0
Graeme Lloyd,783,0.6
Dave Elder,1535,0.3
Angel Guzman,2145,0.1
Wilton Lopez,4227,1.2
Rich Thompson,6422,0.4
Brandon Medders,8604,0.7
Tom Cheney,1002177,-0.7
Al Downing,1003450,3.9
Leon Hooten,1006004,-0.1
Rick Mahler,1007988,0.2
Dennis Ribant,1010890,-0.4
Jeff Suppan,633,2.5
Esmerling Vasquez,5280,-0.4
Steve Baker,1000467,-0.2
Earl Francis,1004289,3.1
Shawn Hillegas,1005818,0.3
Matt Keough,1006858,-1.4
Jack Lamabe,1007266,2.2
Jim Lonborg,1007724,0.2
Jim Slaton,1012054,4.1
Antonio Osuna,249,0.1
Andy Benes,1144,4.2
Wes Obermueller,1637,0.1
Huston Street,8258,0.8
Jeff Ballard,1000490,-0.6
Dan Larson,1007361,-0.2
Jim Roland,1011156,0.6
Gordon Seyfried,1011776,0.0
Steve Shifflett,1011896,-0.2
Danny Graves,326,0.8
Mike MacDougal,612,0.6
Dave Lee,1843,0.3
Scott Olsen,4529,0.3
Tyler Lyons,11334,0.3
Clay Carroll,1001997,0.2
Todd Erdos,1003804,-0.2
Bill Gogolewski,1004802,0.0
Johnny James,1006351,-0.1
Eric Ludwick,1007816,-0.2
Wayne Rosenthal,1011216,-0.1
Ken Tatum,1012843,-0.5
Ed Vande Berg,1013348,0.5
Dave Von Ohlen,1013454,0.0
Andy Pettitte,840,3.2
Andrew Bailey,1368,1.1
Mark Watson,1526,0.1
Keefe Cato,1002084,-0.3
Burt Hooton,1006005,3.1
Mark Lee,1007459,0.0
Marc Pisciotta,1010369,0.3
Jim Ray,1010726,0.8
Don Secrist,1011713,-0.2
Seth Etherton,322,0.2
Chad Bradford,904,0.3
Felix Heredia,1304,-0.2
Ezequiel Astacio,2169,-0.2
Eric Surkamp,2540,-0.2
Jeff Locke,2929,0.1
John Danks,6329,2.9
Lester Oliveros,9167,-0.2
Ed Hodge,1005882,0.9
Jay Hook,1005999,-0.1
Harry Parker,1010003,0.9
John Tsitouris,1013208,0.4
Xavier Cedeno,36,0.0
Scott Linebrink,564,0.7
Ramiro Mendoza,836,2.0
David Wells,855,1.8
Ryan Jensen,1117,1.1
Sean Henn,2147,-0.5
Daniel Bard,7115,1.3
Nick Vincent,7555,1.1
Chad Reineke,7641,0.2
Kevin Campbell,1001886,-0.5
Don Cooper,1002594,-0.1
Pat Darcy,1002984,0.0
Lee Gregory,1005025,-0.2
Tom Hall,1005262,-0.2
Sean Maloney,1008045,0.0
Rick Reuschel,1010852,4.7
Billy Smith,1012098,-0.3
Jason Jennings,434,1.4
Mike Jackson,732,1.5
Travis Miller,742,1.0
Doug Davis,1244,0.6
Adam Wainwright,2233,2.4
Armando Gabino,3387,-0.3
J.D. Martin,3685,-0.1
Chris Heston,10302,0.0
Vida Blue,1001094,7.6
Dean Chance,1002130,6.9
Ralph Citarella,1002248,0.4
Rich Gale,1004444,1.8
Dave Geisel,1004603,0.1
Juan Guzman,1005162,4.3
Brian Kingman,1006938,0.8
Barry Manuel,1008084,-0.1
Ben Rivera,1010999,-0.4
Ben Van Ryn,1013362,0.0
Carlos Silva,973,2.1
Chris Hatcher,3299,-0.1
Josh Johnson,4567,6.1
Pedro Figueroa,6616,-0.1
Craig Kimbrel,6655,2.5
Chris Carpenter,8556,-0.3
Cody Eppley,9095,0.2
Jesse Jefferson,1006380,-0.7
Bob Ojeda,1009756,2.8
Francisco Oliveras,1009776,0.0
Jim Rooker,1011183,2.2
Mike York,1014353,0.1
Jason Bere,266,0.0
Tim Worrell,1139,0.6
Guillermo Mota,1467,0.2
Dan Jennings,8073,0.7
Tyler Cloyd,8536,0.3
Bob Forsch,1004233,0.4
John Martin,1008179,-0.3
Pascual Perez,1010185,4.0
Dan Spillner,1012342,1.3
Mike Strahler,1012591,0.5
Brandon Claussen,814,2.0
Joe Savery,2835,-0.2
Josh Outman,4004,0.7
Jordan Zimmermann,4505,3.3
Jonathan Broxton,4759,1.0
Vance Worley,6435,1.4
Yovani Gallardo,8173,2.0
Bill Greif,1005027,-0.7
Ken Patterson,1010067,-0.2
Don Schwall,1011657,0.7
Craig Swan,1012754,1.7
Jack Cressend,723,0.3
Jay Powell,1271,0.3
Josh Sharpless,5567,-0.3
Leonel Campos,12277,0.1
Mike Norris,1009637,0.9
Roberto Rivera,1011006,-0.1
Dave Stewart,1012519,1.7
Dave Thies,1012956,0.0
Derek Lowe,199,2.2
Aaron Myette,1263,-0.1
Dan Miceli,1463,0.3
Brad Voyles,1490,-0.2
Dontrelle Willis,1703,-0.6
Chris Young,3196,3.4
J.A. Happ,7410,1.6
Dallas Keuchel,9434,3.4
Dennis Lamp,1007284,3.3
Mike Marshall,1008144,0.9
John Montague,1009060,0.2
Kevin Jarvis,1037,0.5
Alex Hinshaw,3941,-0.2
Freddy Dolsi,5424,0.3
Scott Elbert,7489,0.2
Bobby Darwin,1002995,-0.2
Greg Hibbard,1005764,1.0
Les Lancaster,1007287,0.3
Rob Mallicoat,1008023,-0.2
Jon Matlack,1008246,4.4
Matt Turner,1013231,0.5
Bill Wertz,1013793,0.4
Jose Jimenez,435,1.3
Denny Stark,452,-0.1
Jason Standridge,1229,-0.1
Mike Neu,1685,-0.1
Zach McAllister,2895,1.4
Carmen Cali,2964,-0.3
Mike Pelfrey,5203,2.8
Atahualpa Severino,5332,0.0
Kyle Kendrick,6230,0.2
Gene Brabender,1001293,1.2
Terry Burrows,1001733,-0.7
Joe Hoerner,1005895,0.1
Alex Madrid,1007958,-0.2
Ron Mathis,1008244,-0.1
Mike McCormick,1008420,1.9
Tommy Moore,1009129,-0.2
Steve Ratzer,1010713,0.0
Rick Waits,1013494,2.8
Wilbur Wood,1014248,1.3
Paul Quantrill,669,2.0
Gil Meche,1089,0.5
Zach Miner,3193,0.9
Francisco Liriano,3201,5.6
Josh Banks,5570,-0.3
Jon Coutlangus,6182,0.1
Al Alburquerque,6324,0.4
Arquimedes Caminero,8992,0.0
Mike Beard,1000718,0.1
Bob Gibson,1004662,6.0
Neal Heaton,1005568,0.9
Bill Krueger,1007175,0.8
Mike Munoz,1009328,0.0
Phil Regan,1010785,0.3
Ryan Glynn,686,-0.2
Mark Mulder,932,2.4
Doug Creek,1202,0.1
Tanyon Sturtze,1230,-0.2
Fernando Cabrera,2105,-0.5
Jason Vargas,8044,0.5
Brett Anderson,8223,1.1
Jared Burton,8346,0.4
Mike McClendon,9587,0.1
John Candelaria,1001909,4.0
Eric Gunderson,1005144,-0.2
John Leister,1007500,-0.4
Pedro Martinez,1008190,-0.4
John Verhoeven,1013414,0.0
John Wyatt,1014303,0.1
Bruce Chen,769,-0.3
Troy Patton,8368,0.9
Bobby Jenks,8645,2.2
Ken Forsch,1004234,2.6
Gabe Gonzalez,1004833,0.0
Bobby Munoz,1009326,1.4
Bill Risley,1010986,-0.1
Dwight Siebler,1011952,0.1
Wade Miller,568,3.3
Ted Lilly,833,1.3
John Grabow,1848,0.0
Carlos Villanueva,4138,0.1
Cole Hamels,4972,3.6
Andy Hassler,1005480,1.7
Matt Maysey,1008314,-0.4
Dan Schatzeder,1011527,-0.5
Pete Schourek,1011608,4.2
Rod Scurry,1011700,1.0
Paul Swingle,1012794,-0.1
Livan Hernandez,1116,2.3
Kelvin Jimenez,2902,0.2
Sergio Santos,4734,0.9
Richie Barker,1000548,0.0
Bob Gibson,1004663,0.1
Joe Moeller,1009023,0.3
